"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Eastern Africa","5419","Yield","2014","hg/ha","72432.00","Fc"
"Eastern Africa","5419","Yield","2013","hg/ha","72574.00","Fc"
"Eastern Africa","5419","Yield","2012","hg/ha","75423.00","Fc"
"Eastern Africa","5510","Production","2017","tonnes","1559.00","A"
"Eastern Africa","5510","Production","2016","tonnes","1545.00","A"
"Eastern Africa","5510","Production","2015","tonnes","1541.00","A"
"Eastern Africa","5510","Production","2014","tonnes","1501.00","A"
"Eastern Africa","5510","Production","2013","tonnes","1466.00","A"
"Eastern Africa","5510","Production","2012","tonnes","1516.00","A"
"Eastern Asia","5312","Area harvested","2017","ha","38626.00","A"
"Eastern Asia","5312","Area harvested","2016","ha","38681.00","A"
"Eastern Asia","5312","Area harvested","2015","ha","38111.00","A"
"Eastern Asia","5312","Area harvested","2014","ha","37779.00","A"
"Eastern Asia","5312","Area harvested","2013","ha","37089.00","A"
"Eastern Asia","5312","Area harvested","2012","ha","37014.00","A"
"Eastern Asia","5419","Yield","2017","hg/ha","41293.00","Fc"
"Eastern Asia","5419","Yield","2016","hg/ha","42598.00","Fc"
"Eastern Asia","5419","Yield","2015","hg/ha","48360.00","Fc"
"Eastern Asia","5419","Yield","2014","hg/ha","52579.00","Fc"
"Eastern Asia","5419","Yield","2013","hg/ha","55364.00","Fc"
"Eastern Asia","5419","Yield","2012","hg/ha","46208.00","Fc"
"Eastern Asia","5510","Production","2017","tonnes","159501.00","A"
"Eastern Asia","5510","Production","2016","tonnes","164774.00","A"
"Eastern Asia","5510","Production","2015","tonnes","184306.00","A"
"Eastern Asia","5510","Production","2014","tonnes","198639.00","A"
"Eastern Asia","5510","Production","2013","tonnes","205338.00","A"
"Eastern Asia","5510","Production","2012","tonnes","171036.00","A"
"Eastern Europe","5312","Area harvested","2017","ha","32803.00","A"
"Eastern Europe","5312","Area harvested","2016","ha","33897.00","A"
"Eastern Europe","5312","Area harvested","2015","ha","34711.00","A"
"Eastern Europe","5312","Area harvested","2014","ha","34309.00","A"
"Eastern Europe","5312","Area harvested","2013","ha","34713.00","A"
"Eastern Europe","5312","Area harvested","2012","ha","34850.00","A"
"Eastern Europe","5419","Yield","2017","hg/ha","72029.00","Fc"
"Eastern Europe","5419","Yield","2016","hg/ha","69998.00","Fc"
"Eastern Europe","5419","Yield","2015","hg/ha","59495.00","Fc"
"Eastern Europe","5419","Yield","2014","hg/ha","63602.00","Fc"
"Eastern Europe","5419","Yield","2013","hg/ha","81577.00","Fc"
"Eastern Europe","5419","Yield","2012","hg/ha","51607.00","Fc"
"Eastern Europe","5510","Production","2017","tonnes","236279.00","A"
"Eastern Europe","5510","Production","2016","tonnes","237273.00","A"
"Eastern Europe","5510","Production","2015","tonnes","206513.00","A"
"Eastern Europe","5510","Production","2014","tonnes","218213.00","A"
"Eastern Europe","5510","Production","2013","tonnes","283179.00","A"
"Eastern Europe","5510","Production","2012","tonnes","179852.00","A"
"Ecuador","5312","Area harvested","2017","ha","73.00","Im"
"Ecuador","5312","Area harvested","2016","ha","74.00","Im"
"Ecuador","5312","Area harvested","2015","ha","74.00","Im"
"Ecuador","5312","Area harvested","2014","ha","75.00","Im"
"Ecuador","5312","Area harvested","2013","ha","78.00","Im"
"Ecuador","5312","Area harvested","2012","ha","80.00","F"
"Ecuador","5419","Yield","2017","hg/ha","50953.00","Fc"
"Ecuador","5419","Yield","2016","hg/ha","50277.00","Fc"
"Ecuador","5419","Yield","2015","hg/ha","49596.00","Fc"
"Ecuador","5419","Yield","2014","hg/ha","47696.00","Fc"
"Ecuador","5419","Yield","2013","hg/ha","48252.00","Fc"
"Ecuador","5419","Yield","2012","hg/ha","50000.00","Fc"
"Ecuador","5510","Production","2017","tonnes","372.00","Im"
"Ecuador","5510","Production","2016","tonnes","370.00","Im"
"Ecuador","5510","Production","2015","tonnes","368.00","Im"
"Ecuador","5510","Production","2014","tonnes","357.00","Im"
"Ecuador","5510","Production","2013","tonnes","377.00","Im"
"Ecuador","5510","Production","2012","tonnes","400.00","F"
"Egypt","5312","Area harvested","2017","ha","6097.00",""
"Egypt","5312","Area harvested","2016","ha","5757.00",""
"Egypt","5312","Area harvested","2015","ha","6050.00",""
"Egypt","5312","Area harvested","2014","ha","6305.00",""
"Egypt","5312","Area harvested","2013","ha","6332.00",""
"Egypt","5312","Area harvested","2012","ha","6127.00",""
"Egypt","5419","Yield","2017","hg/ha","158049.00","Fc"
"Egypt","5419","Yield","2016","hg/ha","155966.00","Fc"
"Egypt","5419","Yield","2015","hg/ha","156745.00","Fc"
"Egypt","5419","Yield","2014","hg/ha","154674.00","Fc"
"Egypt","5419","Yield","2013","hg/ha","145995.00","Fc"
"Egypt","5419","Yield","2012","hg/ha","161208.00","Fc"
"Egypt","5510","Production","2017","tonnes","96357.00",""
"Egypt","5510","Production","2016","tonnes","89792.00",""
"Egypt","5510","Production","2015","tonnes","94831.00",""
"Egypt","5510","Production","2014","tonnes","97522.00",""
"Egypt","5510","Production","2013","tonnes","92444.00",""
"Egypt","5510","Production","2012","tonnes","98772.00",""
"Europe","5312","Area harvested","2017","ha","101032.00","A"
"Europe","5312","Area harvested","2016","ha","100845.00","A"
"Europe","5312","Area harvested","2015","ha","100585.00","A"
"Europe","5312","Area harvested","2014","ha","100009.00","A"
"Europe","5312","Area harvested","2013","ha","101616.00","A"
"Europe","5312","Area harvested","2012","ha","100032.00","A"
"Europe","5419","Yield","2017","hg/ha","149268.00","Fc"
"Europe","5419","Yield","2016","hg/ha","135429.00","Fc"
"Europe","5419","Yield","2015","hg/ha","88562.00","Fc"
"Europe","5419","Yield","2014","hg/ha","90502.00","Fc"
"Europe","5419","Yield","2013","hg/ha","86436.00","Fc"
"Europe","5419","Yield","2012","hg/ha","84825.00","Fc"
"Europe","5510","Production","2017","tonnes","1508095.00","A"
"Europe","5510","Production","2016","tonnes","1365733.00","A"
"Europe","5510","Production","2015","tonnes","890806.00","A"
"Europe","5510","Production","2014","tonnes","905102.00","A"
"Europe","5510","Production","2013","tonnes","878329.00","A"
"Europe","5510","Production","2012","tonnes","848516.00","A"
"European Union","5312","Area harvested","2017","ha","72830.00","A"
"European Union","5312","Area harvested","2016","ha","71539.00","A"
"European Union","5312","Area harvested","2015","ha","70981.00","A"
"European Union","5312","Area harvested","2014","ha","70557.00","A"
"European Union","5312","Area harvested","2013","ha","72175.00","A"
"European Union","5312","Area harvested","2012","ha","70850.00","A"
"European Union","5419","Yield","2017","hg/ha","177814.00","Fc"
"European Union","5419","Yield","2016","hg/ha","161953.00","Fc"
"European Union","5419","Yield","2015","hg/ha","100222.00","Fc"
"European Union","5419","Yield","2014","hg/ha","102373.00","Fc"
"European Union","5419","Yield","2013","hg/ha","86568.00","Fc"
"European Union","5419","Yield","2012","hg/ha","96403.00","Fc"
"European Union","5510","Production","2017","tonnes","1295023.00","A"
"European Union","5510","Production","2016","tonnes","1158588.00","A"
"European Union","5510","Production","2015","tonnes","711392.00","A"
"European Union","5510","Production","2014","tonnes","722316.00","A"
"European Union","5510","Production","2013","tonnes","624803.00","A"
"European Union","5510","Production","2012","tonnes","683017.00","A"
"France","5312","Area harvested","2017","ha","12197.00",""
"France","5312","Area harvested","2016","ha","12177.00",""
"France","5312","Area harvested","2015","ha","12014.00",""
"France","5312","Area harvested","2014","ha","12207.00",""
"France","5312","Area harvested","2013","ha","12176.00",""
"France","5312","Area harvested","2012","ha","12743.00",""
"France","5419","Yield","2017","hg/ha","536967.00","Fc"
"France","5419","Yield","2016","hg/ha","495416.00","Fc"
"France","5419","Yield","2015","hg/ha","132658.00","Fc"
"France","5419","Yield","2014","hg/ha","143983.00","Fc"
"France","5419","Yield","2013","hg/ha","104433.00","Fc"
"France","5419","Yield","2012","hg/ha","137509.00","Fc"
"France","5510","Production","2017","tonnes","654938.00",""
"France","5510","Production","2016","tonnes","603268.00",""
"France","5510","Production","2015","tonnes","159375.00",""
"France","5510","Production","2014","tonnes","175760.00",""
"France","5510","Production","2013","tonnes","127158.00",""
"France","5510","Production","2012","tonnes","175228.00",""
"Georgia","5312","Area harvested","2017","ha","570.00","Im"
"Georgia","5312","Area harvested","2016","ha","1416.00","Im"
"Georgia","5312","Area harvested","2015","ha","688.00","Im"
"Georgia","5312","Area harvested","2014","ha","927.00","Im"
"Georgia","5312","Area harvested","2013","ha","623.00","Im"
"Georgia","5312","Area harvested","2012","ha","629.00","Im"
"Georgia","5419","Yield","2017","hg/ha","10524.00","Fc"
"Georgia","5419","Yield","2016","hg/ha","10592.00","Fc"
"Georgia","5419","Yield","2015","hg/ha","10168.00","Fc"
"Georgia","5419","Yield","2014","hg/ha","10790.00","Fc"
"Georgia","5419","Yield","2013","hg/ha","11234.00","Fc"
"Georgia","5419","Yield","2012","hg/ha","11137.00","Fc"
"Georgia","5510","Production","2017","tonnes","600.00",""
"Georgia","5510","Production","2016","tonnes","1500.00",""
"Georgia","5510","Production","2015","tonnes","700.00",""
"Georgia","5510","Production","2014","tonnes","1000.00",""
"Georgia","5510","Production","2013","tonnes","700.00",""
"Georgia","5510","Production","2012","tonnes","700.00",""
"Germany","5312","Area harvested","2017","ha","52.00","Im"
"Germany","5312","Area harvested","2016","ha","53.00","Im"
"Germany","5312","Area harvested","2015","ha","53.00","Im"
"Germany","5312","Area harvested","2014","ha","50.00","Im"
"Germany","5312","Area harvested","2013","ha","53.00","Im"
"Germany","5312","Area harvested","2012","ha","55.00","Im"
"Germany","5419","Yield","2017","hg/ha","43444.00","Fc"
"Germany","5419","Yield","2016","hg/ha","43120.00","Fc"
"Germany","5419","Yield","2015","hg/ha","43772.00","Fc"
"Germany","5419","Yield","2014","hg/ha","44005.00","Fc"
"Germany","5419","Yield","2013","hg/ha","44398.00","Fc"
"Germany","5419","Yield","2012","hg/ha","43874.00","Fc"
"Germany","5510","Production","2017","tonnes","227.00","Im"
"Germany","5510","Production","2016","tonnes","229.00","Im"
"Germany","5510","Production","2015","tonnes","232.00","Im"
"Germany","5510","Production","2014","tonnes","220.00","Im"
"Germany","5510","Production","2013","tonnes","234.00","Im"
"Germany","5510","Production","2012","tonnes","243.00","Im"
"Greece","5312","Area harvested","2017","ha","7992.00",""
"Greece","5312","Area harvested","2016","ha","7760.00",""
"Greece","5312","Area harvested","2015","ha","7314.00",""
"Greece","5312","Area harvested","2014","ha","7022.00",""
"Greece","5312","Area harvested","2013","ha","6518.00",""
"Greece","5312","Area harvested","2012","ha","6259.00",""
"Greece","5419","Yield","2017","hg/ha","142370.00","Fc"
"Greece","5419","Yield","2016","hg/ha","121954.00","Fc"
"Greece","5419","Yield","2015","hg/ha","129621.00","Fc"
"Greece","5419","Yield","2014","hg/ha","128217.00","Fc"
"Greece","5419","Yield","2013","hg/ha","114635.00","Fc"
"Greece","5419","Yield","2012","hg/ha","126950.00","Fc"
"Greece","5510","Production","2017","tonnes","113782.00",""
"Greece","5510","Production","2016","tonnes","94630.00",""
"Greece","5510","Production","2015","tonnes","94799.00",""
"Greece","5510","Production","2014","tonnes","90038.00",""
"Greece","5510","Production","2013","tonnes","74718.00",""
"Greece","5510","Production","2012","tonnes","79457.00",""
"Guadeloupe","5510","Production","2017","tonnes","27.00","Im"
"Guadeloupe","5510","Production","2016","tonnes","26.00","Im"
"Guadeloupe","5510","Production","2015","tonnes","26.00","Im"
"Guadeloupe","5510","Production","2014","tonnes","26.00","Im"
"Guadeloupe","5510","Production","2013","tonnes","26.00","Im"
"Guadeloupe","5510","Production","2012","tonnes","26.00","F"
"Hungary","5312","Area harvested","2017","ha","4971.00",""
"Hungary","5312","Area harvested","2016","ha","4907.00",""
"Hungary","5312","Area harvested","2015","ha","4708.00",""
"Hungary","5312","Area harvested","2014","ha","4570.00",""
"Hungary","5312","Area harvested","2013","ha","4440.00",""
"Hungary","5312","Area harvested","2012","ha","4320.00",""
"Hungary","5419","Yield","2017","hg/ha","48483.00","Fc"
"Hungary","5419","Yield","2016","hg/ha","47948.00","Fc"
"Hungary","5419","Yield","2015","hg/ha","42173.00","Fc"
"Hungary","5419","Yield","2014","hg/ha","50525.00","Fc"
"Hungary","5419","Yield","2013","hg/ha","48401.00","Fc"
"Hungary","5419","Yield","2012","hg/ha","24954.00","Fc"
"Hungary","5510","Production","2017","tonnes","24101.00",""
"Hungary","5510","Production","2016","tonnes","23528.00",""
"Hungary","5510","Production","2015","tonnes","19855.00",""
"Hungary","5510","Production","2014","tonnes","23090.00",""
"Hungary","5510","Production","2013","tonnes","21490.00",""
"Hungary","5510","Production","2012","tonnes","10780.00",""
"India","5312","Area harvested","2017","ha","5511.00","Im"
"India","5312","Area harvested","2016","ha","5414.00","Im"
"India","5312","Area harvested","2015","ha","5011.00","Im"
"India","5312","Area harvested","2014","ha","5000.00","F"
"India","5312","Area harvested","2013","ha","5000.00","F"
"India","5312","Area harvested","2012","ha","5000.00","F"
"India","5419","Yield","2017","hg/ha","28381.00","Fc"
"India","5419","Yield","2016","hg/ha","28369.00","Fc"
"India","5419","Yield","2015","hg/ha","28254.00","Fc"
"India","5419","Yield","2014","hg/ha","28236.00","Fc"
"India","5419","Yield","2013","hg/ha","28310.00","Fc"
"India","5419","Yield","2012","hg/ha","28299.00","Fc"
"India","5510","Production","2017","tonnes","15640.00","Im"
"India","5510","Production","2016","tonnes","15359.00","Im"
"India","5510","Production","2015","tonnes","14158.00","Im"
"India","5510","Production","2014","tonnes","14118.00","Im"
"India","5510","Production","2013","tonnes","14155.00","Im"
"India","5510","Production","2012","tonnes","14149.00","Im"
"Iran (Islamic Republic of)","5312","Area harvested","2017","ha","54666.00","Im"
"Iran (Islamic Republic of)","5312","Area harvested","2016","ha","44885.00","Im"
"Iran (Islamic Republic of)","5312","Area harvested","2015","ha","54500.00",""
"Iran (Islamic Republic of)","5312","Area harvested","2014","ha","53624.00",""
"Iran (Islamic Republic of)","5312","Area harvested","2013","ha","53205.00",""
"Iran (Islamic Republic of)","5312","Area harvested","2012","ha","35461.00",""
"Iran (Islamic Republic of)","5419","Yield","2017","hg/ha","60467.00","Fc"
"Iran (Islamic Republic of)","5419","Yield","2016","hg/ha","53406.00","Fc"
"Iran (Islamic Republic of)","5419","Yield","2015","hg/ha","46239.00","Fc"
"Iran (Islamic Republic of)","5419","Yield","2014","hg/ha","45049.00","Fc"
"Iran (Islamic Republic of)","5419","Yield","2013","hg/ha","71428.00","Fc"
"Iran (Islamic Republic of)","5419","Yield","2012","hg/ha","87394.00","Fc"
"Iran (Islamic Republic of)","5510","Production","2017","tonnes","330553.00",""
"Iran (Islamic Republic of)","5510","Production","2016","tonnes","239712.00",""
"Iran (Islamic Republic of)","5510","Production","2015","tonnes","252000.00",""
"Iran (Islamic Republic of)","5510","Production","2014","tonnes","241569.00",""
"Iran (Islamic Republic of)","5510","Production","2013","tonnes","380032.00",""
"Iran (Islamic Republic of)","5510","Production","2012","tonnes","309908.00",""
"Iraq","5312","Area harvested","2017","ha","3119.00","Im"
"Iraq","5312","Area harvested","2016","ha","2951.00","Im"
"Iraq","5312","Area harvested","2015","ha","2721.00","Im"
"Iraq","5312","Area harvested","2014","ha","5200.00","F"
"Iraq","5312","Area harvested","2013","ha","5200.00","F"
"Iraq","5312","Area harvested","2012","ha","5000.00","F"
"Iraq","5419","Yield","2017","hg/ha","48092.00","Fc"
"Iraq","5419","Yield","2016","hg/ha","47003.00","Fc"
"Iraq","5419","Yield","2015","hg/ha","49544.00","Fc"
"Iraq","5419","Yield","2014","hg/ha","50573.00","Fc"
"Iraq","5419","Yield","2013","hg/ha","50531.00","Fc"
"Iraq","5419","Yield","2012","hg/ha","46304.00","Fc"
"Iraq","5510","Production","2017","tonnes","15002.00",""
"Iraq","5510","Production","2016","tonnes","13871.00",""
"Iraq","5510","Production","2015","tonnes","13479.00",""
"Iraq","5510","Production","2014","tonnes","26298.00",""
"Iraq","5510","Production","2013","tonnes","26276.00",""
"Iraq","5510","Production","2012","tonnes","23152.00",""
"Israel","5312","Area harvested","2017","ha","563.00",""
"Israel","5312","Area harvested","2016","ha","570.00",""
"Israel","5312","Area harvested","2015","ha","591.00",""
"Israel","5312","Area harvested","2014","ha","623.00",""
"Israel","5312","Area harvested","2013","ha","662.00",""
"Israel","5312","Area harvested","2012","ha","707.00",""
"Israel","5419","Yield","2017","hg/ha","142096.00","Fc"
"Israel","5419","Yield","2016","hg/ha","114035.00","Fc"
"Israel","5419","Yield","2015","hg/ha","93063.00","Fc"
"Israel","5419","Yield","2014","hg/ha","112360.00","Fc"
"Israel","5419","Yield","2013","hg/ha","113580.00","Fc"
"Israel","5419","Yield","2012","hg/ha","155587.00","Fc"
"Israel","5510","Production","2017","tonnes","8000.00",""
"Israel","5510","Production","2016","tonnes","6500.00",""
"Israel","5510","Production","2015","tonnes","5500.00",""
"Israel","5510","Production","2014","tonnes","7000.00",""
"Israel","5510","Production","2013","tonnes","7519.00",""
"Israel","5510","Production","2012","tonnes","11000.00",""
"Italy","5312","Area harvested","2017","ha","17363.00",""
"Italy","5312","Area harvested","2016","ha","17370.00",""
"Italy","5312","Area harvested","2015","ha","18718.00",""
"Italy","5312","Area harvested","2014","ha","19093.00",""
"Italy","5312","Area harvested","2013","ha","18999.00",""
"Italy","5312","Area harvested","2012","ha","19186.00",""
"Italy","5419","Yield","2017","hg/ha","153414.00","Fc"
"Italy","5419","Yield","2016","hg/ha","136454.00","Fc"
"Italy","5419","Yield","2015","hg/ha","116235.00","Fc"
"Italy","5419","Yield","2014","hg/ha","116634.00","Fc"
"Italy","5419","Yield","2013","hg/ha","104369.00","Fc"
"Italy","5419","Yield","2012","hg/ha","128816.00","Fc"
"Italy","5510","Production","2017","tonnes","266372.00",""
"Italy","5510","Production","2016","tonnes","237021.00",""
"Italy","5510","Production","2015","tonnes","217569.00",""
"Italy","5510","Production","2014","tonnes","222690.00",""
"Italy","5510","Production","2013","tonnes","198290.00",""
"Italy","5510","Production","2012","tonnes","247146.00",""
"Japan","5312","Area harvested","2017","ha","15100.00",""
"Japan","5312","Area harvested","2016","ha","15600.00",""
"Japan","5312","Area harvested","2015","ha","15900.00",""
"Japan","5312","Area harvested","2014","ha","16200.00",""
"Japan","5312","Area harvested","2013","ha","16200.00",""
"Japan","5312","Area harvested","2012","ha","16400.00",""
"Japan","5419","Yield","2017","hg/ha","57483.00","Fc"
"Japan","5419","Yield","2016","hg/ha","59423.00","Fc"
"Japan","5419","Yield","2015","hg/ha","61572.00","Fc"
"Japan","5419","Yield","2014","hg/ha","68765.00","Fc"
"Japan","5419","Yield","2013","hg/ha","76358.00","Fc"
"Japan","5419","Yield","2012","hg/ha","54878.00","Fc"
"Japan","5510","Production","2017","tonnes","86800.00",""
"Japan","5510","Production","2016","tonnes","92700.00",""
"Japan","5510","Production","2015","tonnes","97900.00",""
"Japan","5510","Production","2014","tonnes","111400.00",""
"Japan","5510","Production","2013","tonnes","123700.00",""
"Japan","5510","Production","2012","tonnes","90000.00",""
"Jordan","5312","Area harvested","2017","ha","1529.00",""
"Jordan","5312","Area harvested","2016","ha","940.00",""
"Jordan","5312","Area harvested","2015","ha","925.00",""
"Jordan","5312","Area harvested","2014","ha","916.00",""
"Jordan","5312","Area harvested","2013","ha","914.00",""
"Jordan","5312","Area harvested","2012","ha","904.00",""
"Jordan","5419","Yield","2017","hg/ha","98502.00","Fc"
"Jordan","5419","Yield","2016","hg/ha","116585.00","Fc"
"Jordan","5419","Yield","2015","hg/ha","116854.00","Fc"
"Jordan","5419","Yield","2014","hg/ha","88559.00","Fc"
"Jordan","5419","Yield","2013","hg/ha","89179.00","Fc"
"Jordan","5419","Yield","2012","hg/ha","88407.00","Fc"
"Jordan","5510","Production","2017","tonnes","15061.00",""
"Jordan","5510","Production","2016","tonnes","10959.00",""
"Jordan","5510","Production","2015","tonnes","10809.00",""
"Jordan","5510","Production","2014","tonnes","8112.00",""
"Jordan","5510","Production","2013","tonnes","8151.00",""
"Jordan","5510","Production","2012","tonnes","7992.00",""
"Kazakhstan","5312","Area harvested","2017","ha","3282.00",""
"Kazakhstan","5312","Area harvested","2016","ha","3360.00",""
"Kazakhstan","5312","Area harvested","2015","ha","3371.00",""
"Kazakhstan","5312","Area harvested","2014","ha","3581.00",""
"Kazakhstan","5312","Area harvested","2013","ha","2970.00",""
"Kazakhstan","5312","Area harvested","2012","ha","3544.00",""
"Kazakhstan","5419","Yield","2017","hg/ha","52124.00","Fc"
"Kazakhstan","5419","Yield","2016","hg/ha","55446.00","Fc"
"Kazakhstan","5419","Yield","2015","hg/ha","52213.00","Fc"
"Kazakhstan","5419","Yield","2014","hg/ha","53298.00","Fc"
"Kazakhstan","5419","Yield","2013","hg/ha","51418.00","Fc"
"Kazakhstan","5419","Yield","2012","hg/ha","54261.00","Fc"
"Kazakhstan","5510","Production","2017","tonnes","17107.00",""
"Kazakhstan","5510","Production","2016","tonnes","18630.00",""
"Kazakhstan","5510","Production","2015","tonnes","17601.00",""
"Kazakhstan","5510","Production","2014","tonnes","19086.00",""
"Kazakhstan","5510","Production","2013","tonnes","15271.00",""
"Kazakhstan","5510","Production","2012","tonnes","19230.00",""
"Kenya","5312","Area harvested","2017","ha","18.00","Im"
"Kenya","5312","Area harvested","2016","ha","17.00","Im"
"Kenya","5312","Area harvested","2015","ha","17.00","Im"
"Kenya","5312","Area harvested","2014","ha","16.00","Im"
"Kenya","5312","Area harvested","2013","ha","15.00","F"
"Kenya","5312","Area harvested","2012","ha","14.00","F"
"Kenya","5419","Yield","2017","hg/ha","46238.00","Fc"
"Kenya","5419","Yield","2016","hg/ha","47009.00","Fc"
"Kenya","5419","Yield","2015","hg/ha","48551.00","Fc"
"Kenya","5419","Yield","2014","hg/ha","47575.00","Fc"
"Kenya","5419","Yield","2013","hg/ha","46667.00","Fc"
"Kenya","5419","Yield","2012","hg/ha","50000.00","Fc"
"Kenya","5510","Production","2017","tonnes","83.00","Im"
"Kenya","5510","Production","2016","tonnes","81.00","Im"
"Kenya","5510","Production","2015","tonnes","81.00","Im"
"Kenya","5510","Production","2014","tonnes","74.00","Im"
"Kenya","5510","Production","2013","tonnes","70.00","F"
"Kenya","5510","Production","2012","tonnes","70.00","F"
"Kyrgyzstan","5312","Area harvested","2017","ha","8037.00","Im"
"Kyrgyzstan","5312","Area harvested","2016","ha","8249.00","Im"
"Kyrgyzstan","5312","Area harvested","2015","ha","8000.00",""
"Kyrgyzstan","5312","Area harvested","2014","ha","8500.00",""
"Kyrgyzstan","5312","Area harvested","2013","ha","8300.00",""
"Kyrgyzstan","5312","Area harvested","2012","ha","7400.00",""
"Kyrgyzstan","5419","Yield","2017","hg/ha","31149.00","Fc"
"Kyrgyzstan","5419","Yield","2016","hg/ha","28900.00","Fc"
"Kyrgyzstan","5419","Yield","2015","hg/ha","30375.00","Fc"
"Kyrgyzstan","5419","Yield","2014","hg/ha","32941.00","Fc"
"Kyrgyzstan","5419","Yield","2013","hg/ha","32530.00","Fc"
"Kyrgyzstan","5419","Yield","2012","hg/ha","32568.00","Fc"
"Kyrgyzstan","5510","Production","2017","tonnes","25036.00","Im"
"Kyrgyzstan","5510","Production","2016","tonnes","23839.00","Im"
"Kyrgyzstan","5510","Production","2015","tonnes","24300.00",""
"Kyrgyzstan","5510","Production","2014","tonnes","28000.00",""
"Kyrgyzstan","5510","Production","2013","tonnes","27000.00",""
"Kyrgyzstan","5510","Production","2012","tonnes","24100.00",""
"Land Locked Developing Countries","5312","Area harvested","2017","ha","97800.00","A"
"Land Locked Developing Countries","5312","Area harvested","2016","ha","146748.00","A"
"Land Locked Developing Countries","5312","Area harvested","2015","ha","98982.00","A"
"Land Locked Developing Countries","5312","Area harvested","2014","ha","97379.00","A"
"Land Locked Developing Countries","5312","Area harvested","2013","ha","92987.00","A"
"Land Locked Developing Countries","5312","Area harvested","2012","ha","88031.00","A"
"Land Locked Developing Countries","5419","Yield","2017","hg/ha","92553.00","Fc"
"Land Locked Developing Countries","5419","Yield","2016","hg/ha","106694.00","Fc"
"Land Locked Developing Countries","5419","Yield","2015","hg/ha","96744.00","Fc"
"Land Locked Developing Countries","5419","Yield","2014","hg/ha","84975.00","Fc"
"Land Locked Developing Countries","5419","Yield","2013","hg/ha","86645.00","Fc"
"Land Locked Developing Countries","5419","Yield","2012","hg/ha","82660.00","Fc"
"Land Locked Developing Countries","5510","Production","2017","tonnes","905170.00","A"
"Land Locked Developing Countries","5510","Production","2016","tonnes","1565713.00","A"
"Land Locked Developing Countries","5510","Production","2015","tonnes","957588.00","A"
"Land Locked Developing Countries","5510","Production","2014","tonnes","827483.00","A"
"Land Locked Developing Countries","5510","Production","2013","tonnes","805689.00","A"
"Land Locked Developing Countries","5510","Production","2012","tonnes","727663.00","A"
"Least Developed Countries","5312","Area harvested","2017","ha","14620.00","A"
"Least Developed Countries","5312","Area harvested","2016","ha","9857.00","A"
"Least Developed Countries","5312","Area harvested","2015","ha","10381.00","A"
"Least Developed Countries","5312","Area harvested","2014","ha","10236.00","A"
"Least Developed Countries","5312","Area harvested","2013","ha","10230.00","A"
"Least Developed Countries","5312","Area harvested","2012","ha","9558.00","A"
"Least Developed Countries","5419","Yield","2017","hg/ha","93307.00","Fc"
"Least Developed Countries","5419","Yield","2016","hg/ha","24139.00","Fc"
"Least Developed Countries","5419","Yield","2015","hg/ha","90198.00","Fc"
"Least Developed Countries","5419","Yield","2014","hg/ha","92703.00","Fc"
"Least Developed Countries","5419","Yield","2013","hg/ha","92682.00","Fc"
"Least Developed Countries","5419","Yield","2012","hg/ha","92248.00","Fc"
"Least Developed Countries","5510","Production","2017","tonnes","136418.00","A"
"Least Developed Countries","5510","Production","2016","tonnes","23794.00","A"
"Least Developed Countries","5510","Production","2015","tonnes","93631.00","A"
"Least Developed Countries","5510","Production","2014","tonnes","94890.00","A"
"Least Developed Countries","5510","Production","2013","tonnes","94814.00","A"
"Least Developed Countries","5510","Production","2012","tonnes","88171.00","A"
"Lebanon","5312","Area harvested","2017","ha","5000.00","Im"
"Lebanon","5312","Area harvested","2016","ha","5056.00","Im"
"Lebanon","5312","Area harvested","2015","ha","5235.00","Im"
"Lebanon","5312","Area harvested","2014","ha","5401.00","Im"
"Lebanon","5312","Area harvested","2013","ha","5402.00","Im"
"Lebanon","5312","Area harvested","2012","ha","5339.00","Im"
"Lebanon","5419","Yield","2017","hg/ha","42448.00","Fc"
"Lebanon","5419","Yield","2016","hg/ha","42979.00","Fc"
"Lebanon","5419","Yield","2015","hg/ha","41777.00","Fc"
"Lebanon","5419","Yield","2014","hg/ha","44069.00","Fc"
"Lebanon","5419","Yield","2013","hg/ha","46191.00","Fc"
"Lebanon","5419","Yield","2012","hg/ha","46678.00","Fc"
"Lebanon","5510","Production","2017","tonnes","21223.00","Im"
"Lebanon","5510","Production","2016","tonnes","21728.00","Im"
"Lebanon","5510","Production","2015","tonnes","21869.00","Im"
"Lebanon","5510","Production","2014","tonnes","23802.00","Im"
"Lebanon","5510","Production","2013","tonnes","24952.00","Im"
"Lebanon","5510","Production","2012","tonnes","24920.00","Im"
"Libya","5312","Area harvested","2017","ha","4954.00","Im"
"Libya","5312","Area harvested","2016","ha","4851.00","Im"
"Libya","5312","Area harvested","2015","ha","4737.00","Im"
"Libya","5312","Area harvested","2014","ha","4797.00","Im"
"Libya","5312","Area harvested","2013","ha","4623.00","Im"
"Libya","5312","Area harvested","2012","ha","4300.00","F"
"Libya","5419","Yield","2017","hg/ha","57177.00","Fc"
"Libya","5419","Yield","2016","hg/ha","56756.00","Fc"
"Libya","5419","Yield","2015","hg/ha","56126.00","Fc"
"Libya","5419","Yield","2014","hg/ha","55428.00","Fc"
"Libya","5419","Yield","2013","hg/ha","56024.00","Fc"
"Libya","5419","Yield","2012","hg/ha","59302.00","Fc"
